product_name,hsncode,gst,MRP,saleprice,purchase price,sub_category,category,patanjali_cat,box_size,
LITCHI BEVERAGE- 200 ML,22029020,12.00,20.00,15.39,14.58,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,27,
GUAVA BEVERAGE- 200 ML,22029020,12.00,20.00,15.39,14.58,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,27,
POPULAR DETERGENT CAKE 125 GM-T,34022010,18.00,6.00,4.71,4.45,DETERGENT CAKE,HOME CARE,NON FOOD,100,
MIXED FRUIT BEVERAGE- 200 ML,22029020,12.00,20.00,15.39,14.58,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,27,
POPULAR DETERGENT POWDER 500 GM-T,34029011,18.00,25.00,19.62,18.52,DETERGENT POWDER,HOME CARE,NON FOOD,50,
NARIYAL BISCUITS 300 GM-T,19059020,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,30,
HERBAL POWERVITA - 20 GM-T,19019090,18.00,10.00,7.18,6.78,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,300,
DANT KANTI DENTAL CREAM(REGULAR) 15GM,33061020,18.00,5.00,3.85,3.64,DANT KANTI,HOME CARE,NON FOOD,624,
HALDI CHANDAN KANTI BODY CLEANSER 20 G,34011941,18.00,5.00,3.92,3.70,BATHING SOAP,HOME CARE,NON FOOD,480,
COWS WHOLE MILK POWDER 20-GM,04021090,5.00,10.00,8.47,8.04,Milk Powder,JUICES & NATURAL BEVERAGES,FOOD,400,
DAIRY WHITENER - 200 GM,04021090,5.00,75.00,63.49,60.33,Milk Powder,JUICES & NATURAL BEVERAGES,FOOD,60,
CORIANDER POWDER 500 GM,09109100,5.00,85.00,71.96,68.37,SPICES,RICE/PULSES/SPICES,FOOD,12,
BODY LOTION 15 ML,33049930,18.00,5.00,3.77,3.56,BODY LOTION,NATURAL PERSONAL CARE,NON FOOD,624,
HAIR CONDITIONER ALMOND 15 GM,33051090,18.00,10.00,7.53,7.11,HAIR CONDITIONER,NATURAL PERSONAL CARE,NON FOOD,624,
LEMON DRINK 250 ML,22029020,12.00,15.00,11.55,10.93,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,24,
COCONUT OIL - 500 ML (J),33059019,18.00,150.00,112.99,106.70,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,24,
LEH FRUIT BEVERAGE 65 ML,22029020,12.00,8.00,6.35,6.01,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,80,
SHISHU CARE HAIR OIL- 100 ML,33059019,18.00,70.00,49.44,46.68,SHISHU CARE,HOME CARE,NON FOOD,48,
SHISHU CARE MASSAGE OIL- 100 ML,33049990,18.00,85.00,60.03,56.68,SHISHU CARE,HOME CARE,NON FOOD,48,
SHISHU CARE BODY LOTION- 100 ML,33049930,18.00,85.00,60.03,56.68,SHISHU CARE,HOME CARE,NON FOOD,48,
SHISHU CARE BODY WASH GEL- 100 ML,34013090,18.00,75.00,52.97,50.02,SHISHU CARE,HOME CARE,NON FOOD,48,
CHOCO FLAKES - 30 GM,19041010,18.00,10.00,7.53,7.11,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,360,
HERBAL POWERVITA - 500 GM REFILL-T,19019090,18.00,190.00,136.46,128.85,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,24,
MASALA OATS 200GM  - T,10040090,18.00,59.00,44.44,41.97,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,60,
TOMATO OATS 200GM  - T,10040090,18.00,59.00,44.44,41.97,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,60,
NAMKEEN CHANA DAL 30 GM  - T,21069099,12.00,10.00,7.94,7.52,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,100,
SAUNDARYA ALOEVERA GEL K.CHANDAN 60ML-T,34013090,18.00,50.00,37.66,35.57,ALOE VERA GEL,NATURAL PERSONAL CARE,NON FOOD,96,
SHISHU CARE HAIR CLEANSER- 100 ML,33051090,18.00,80.00,56.50,53.35,SHISHU CARE,HOME CARE,NON FOOD,48,
TOMATO OATS 40 GM  - T,10040090,18.00,15.00,11.30,10.67,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,144,
WHOLE WHEAT ATTA 2 KG -T,11010000,5.00,70.00,62.31,59.20,ATTA,FLOUR & SUGAR,FOOD,20,
AASTHA AGARBATTI ROSE - 16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI SANDAL -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI PATCHOULI -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI LOBAN 16-STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI LAVENDER -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI JASMINE -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI KEWDA -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI BHAKTI -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI POOJA -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI TATHASTU -16 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI ROSE - 60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI SANDAL -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI PATCHOULI -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI LOBAN -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI LAVENDER -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI JASMINE -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI KEWDA -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI BHAKTI -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI POOJA -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI TATHASTU -60 STICK,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
WHOLE WHEAT ATTA 2 KG -T (WB),11010000,5.00,65.00,57.85,54.97,ATTA,FLOUR & SUGAR,FOOD,20,
SHISHU CARE DIAPPER RASH CREAM- 25GM,33049990,18.00,70.00,49.44,46.68,SHISHU CARE,HOME CARE,NON FOOD,96,
SHISHU CARE BABY CREAM- 25 GM,33049910,18.00,40.00,28.25,26.67,SHISHU CARE,HOME CARE,NON FOOD,96,
UTSAV ENERGY BAR GIFT PACK - 200 GM,18063200,18.00,170.00,125.28,115.72,ENERGY BAR (UTSAV),BISCUIT & CONFFECTIONARY,FOOD,12,
WHOLE WHEAT ATTA 2 KG -T (OD),11010000,5.00,65.00,57.85,54.97,ATTA,FLOUR & SUGAR,FOOD,20,
UTSAV FRUIT JUICE GIFT PACK 200 ML,22029020,12.00,180.00,138.55,131.20,FRUIT JUICE (UTSAV),JUICES & NATURAL BEVERAGES,FOOD,10,
UTSAV FRUIT JUICE GIFT PACK 1000 ML,22029020,12.00,370.00,284.79,269.69,FRUIT JUICE (UTSAV),JUICES & NATURAL BEVERAGES,FOOD,4,
DANT MANJAN - 100 GM - T,33061010,12.00,65.00,48.36,45.80,DANT MANJAN (DP),NATURAL PERSONAL CARE,NON FOOD,100,
PEEDANTAK TAIL - 100 ML - T,30049011,12.00,60.00,44.64,42.28,PEEDANTAK TAIL (DP),NATURAL PERSONAL CARE,NON FOOD,100,
GULAB JAL - 120 ML - T,33030020,18.00,30.00,21.19,20.01,GULAB JAL (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
GULKAND - 400 GM - T,30049011,12.00,55.00,40.92,38.75,GULKAND (DP),JUICES & NATURAL BEVERAGES,FOOD,24,
SWASARI PRAVAHI - 250 ML - T,30049011,12.00,50.00,37.20,35.23,SWASARI PRAVAHI (DP),JUICES & NATURAL BEVERAGES,FOOD,40,
BADAM ROGAN - 60 ML - T,30049011,12.00,150.00,111.61,105.69,BADAM ROGAN (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
DIVYA PEY - 100 GM - T,30049011,5.00,50.00,39.68,37.70,DIVYA PEY (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
GASHER CHURAN - 100 GM - T,30049011,12.00,85.00,63.24,59.89,CHURNA (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
DIVYA HERBAL PEY - 50 GM - T,30049011,5.00,70.00,55.56,52.78,DIVYA HERBAL PEY (DP),JUICES & NATURAL BEVERAGES,FOOD,96,
BADAM ROGAN - 150 ML - T,30049011,12.00,365.00,271.58,257.18,BADAM ROGAN (DP),JUICES & NATURAL BEVERAGES,FOOD,60,
ADVANCE DANT KANTI MANJAN - 100 GM,33061010,12.00,90.00,73.05,69.18,DANT KANTI MANJAN,HOME CARE,NON FOOD,60,
SUPER BASMATI RICE 1 KG  - T,10063020,5.00,130.00,105.82,99.55,RICE,RICE/PULSES/SPICES,FOOD,20,
SUPER BASMATI RICE 5 KG  - T,10063020,5.00,645.00,525.03,493.91,RICE,RICE/PULSES/SPICES,FOOD,4,
SUPER BASMATI RICE 10 KG  - T,10063020,5.00,"1,285.00",1045.99,984.00,RICE,RICE/PULSES/SPICES,FOOD,4,
SPECIAL BASMATI RICE 1 KG - T,10063020,5.00,125.00,101.75,95.72,RICE,RICE/PULSES/SPICES,FOOD,20,
SPECIAL BASMATI RICE 5 KG - T,10063020,5.00,620.00,504.68,474.77,RICE,RICE/PULSES/SPICES,FOOD,4,
SPECIAL BASMATI RICE 10 KG  - T,10063020,5.00,"1,210.00",984.94,926.57,RICE,RICE/PULSES/SPICES,FOOD,4,
TIBAR BASMATI RICE 1 KG  - T,10063020,5.00,99.00,81.99,77.90,RICE,RICE/PULSES/SPICES,FOOD,20,
TIBAR BASMATI RICE 5 KG  - T,10063020,5.00,480.00,397.52,377.69,RICE,RICE/PULSES/SPICES,FOOD,4,
DUBAR BASMATI RICE 1 KG  - T,10063020,5.00,85.00,70.39,66.88,RICE,RICE/PULSES/SPICES,FOOD,20,
DUBAR BASMATI RICE 5 KG  - T,10063020,5.00,415.00,343.69,326.54,RICE,RICE/PULSES/SPICES,FOOD,4,
SONA MASOORI RICE 1 KG  - T,10063090,5.00,75.00,64.94,62.32,RICE,RICE/PULSES/SPICES,FOOD,20,
SONA MASOORI RICE 5 KG  - T,10063090,5.00,375.00,324.68,311.59,RICE,RICE/PULSES/SPICES,FOOD,4,
SONA MASOORI RICE 10 KG  - T,10063090,5.00,675.00,589.78,566.00,RICE,RICE/PULSES/SPICES,FOOD,4,
SONA MASOORI RICE 25 KG  - T,10063090,5.00,"1,650.00",1441.68,1383.57,RICE,RICE/PULSES/SPICES,FOOD,1,
ROYAL SONA MASOORI RICE 1 KG  - T,10063090,5.00,85.00,73.59,70.63,RICE,RICE/PULSES/SPICES,FOOD,20,
ROYAL SONA MASOORI RICE 5 KG  - T,10063090,5.00,410.00,354.98,340.67,RICE,RICE/PULSES/SPICES,FOOD,4,
ROYAL SONA MASOORI RICE 10 KG  - T,10063090,5.00,740.00,652.56,632.63,RICE,RICE/PULSES/SPICES,FOOD,4,
ROYAL SONA MASOORI RICE 25 KG  - T,10063090,5.00,"1,810.00",1596.12,1547.38,RICE,RICE/PULSES/SPICES,FOOD,1,
LASHKARI KOLAM RICE 1 KG  - T,10063090,5.00,88.00,76.19,72.39,RICE,RICE/PULSES/SPICES,FOOD,20,
LASHKARI KOLAM RICE 5 KG  - T,10063090,5.00,430.00,372.29,353.72,RICE,RICE/PULSES/SPICES,FOOD,4,
LASHKARI KOLAM RICE 10 KG  - T,10063090,5.00,775.00,683.42,649.33,RICE,RICE/PULSES/SPICES,FOOD,4,
LASHKARI KOLAM RICE 25 KG  - T,10063090,5.00,"1,900.00",1675.49,1591.91,RICE,RICE/PULSES/SPICES,FOOD,1,
SONA MASOORI BROWN RICE POUCH 1 KG  - T,10063090,5.00,110.00,93.54,88.87,RICE,RICE/PULSES/SPICES,FOOD,20,
BROWN BASMATI RICE JAR 1 KG,10062000,5.00,175.00,142.45,134.01,RICE,RICE/PULSES/SPICES,FOOD,20,
BROWN BASMATI RICE POUCH 1 KG,10063020,5.00,155.00,126.17,118.69,RICE,RICE/PULSES/SPICES,FOOD,20,
SAMPOORN TRADITIONAL BASMATI RICE 1 KG,10063020,5.00,190.00,150.79,141.86,RICE,RICE/PULSES/SPICES,FOOD,20,
SAMPOORN TRADITIONAL BASMATI RICE 5 KG,10063020,5.00,925.00,734.13,690.62,RICE,RICE/PULSES/SPICES,FOOD,4,
SAMRIDHHI BASMATI RICE 1 KG,10063020,5.00,185.00,146.83,138.12,RICE,RICE/PULSES/SPICES,FOOD,20,
SAMRIDHHI BASMATI RICE 5 KG,10063020,5.00,915.00,726.19,683.15,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI XXL BASMATI RICE 1 KG,10063020,5.00,135.00,109.89,103.38,RICE,RICE/PULSES/SPICES,FOOD,20,
SHAKTI XXL BASMATI RICE 5 KG,10063020,5.00,665.00,541.31,509.23,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI XXL BASMATI RICE 10 KG,10063020,5.00,"1,180.00",1021.65,990.45,RICE,RICE/PULSES/SPICES,FOOD,4,
SHAKTI XXL BASMATI RICE 25 KG,10063020,5.00,"2,850.00",2467.53,2392.18,RICE,RICE/PULSES/SPICES,FOOD,1,
DHANSHREE BASMATI RICE 1 KG,10063020,5.00,125.00,101.75,96.67,RICE,RICE/PULSES/SPICES,FOOD,20,
DHANSHREE BASMATI RICE 5 KG,10063020,5.00,615.00,500.61,475.64,RICE,RICE/PULSES/SPICES,FOOD,4,
ROZANA BASMATI RICE 1 KG,10063020,5.00,105.00,86.96,82.62,RICE,RICE/PULSES/SPICES,FOOD,20,
ROZANA BASMATI RICE 5 KG,10063020,5.00,510.00,422.36,401.29,RICE,RICE/PULSES/SPICES,FOOD,4,
ROZANA BASMATI RICE 10 KG,10063020,5.00,990.00,819.88,778.98,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. GOLDEN SELLA BASMATI RICE 5 KG,10063020,5.00,450.00,389.61,377.71,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. GOLDEN SELLA BASMATI RICE 10 KG,10063020,5.00,635.00,549.78,532.99,RICE,RICE/PULSES/SPICES,FOOD,4,
CHEF SP. GOLDEN SELLA BASMATI RICE 25 KG,10063020,5.00,"1,550.00",1341.99,1301.01,RICE,RICE/PULSES/SPICES,FOOD,1,
DANT KANTI DENTAL CREAM (ADVANCE) 50-GM,33061020,18.00,50.00,36.85,34.79,DANT KANTI,HOME CARE,NON FOOD,144,
AASTHA ROSE DHOOP -10 STICK,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,288,
AASTHA SANDAL DHOOP -10 STICK,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,288,
AASTHA LOBAN DHOOP -10 STICK,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,288,
AASTHA BHAKTI DHOOP -10 STICK,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,288,
AASTHA TATHASTU DHOOP -10 STICK,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,288,
HERBAL POWERVITA - 200 GM-T,19019090,18.00,80.00,57.45,54.25,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,70,
HERBAL POWERVITA - 100 GM-T,19019090,18.00,45.00,32.32,30.52,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,108,
SWARNA KANTI CREAM-50 G,33049910,18.00,999.00,752.54,710.62,SKIN CARE,NATURAL PERSONAL CARE,NON FOOD,24,
ANTI AGING CREAM-50 G,33049910,18.00,700.00,527.31,497.93,SKIN CARE,NATURAL PERSONAL CARE,NON FOOD,24,
MISSI ATTA-1KG,11010000,5.00,65.00,57.85,54.97,ATTA,FLOUR & SUGAR,FOOD,30,
SAUNDARYA NEEM TULSI FACE WASH 100-G,34013090,18.00,70.00,52.73,49.79,FACE WASH,NATURAL PERSONAL CARE,NON FOOD,96,
SAUNDARYA FACE WASH 100 G,34013090,18.00,90.00,67.80,64.02,FACE WASH,NATURAL PERSONAL CARE,NON FOOD,96,
MASALA OATS 40 GM  - T,10040090,18.00,15.00,11.30,10.67,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,144,
SUPER STAR COW'S MILK BAR - 18GM,18069020,18.00,15.00,11.05,10.21,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
ENERGY BAR WITH STRAWBERRY CHUNKS-18GM,17049090,18.00,15.00,11.05,10.21,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
ENERGY BAR WITH ORANGE PEEL-18GM,17049090,18.00,15.00,11.05,10.21,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
ENERGY BAR WITH CHOCO CHIPS-18GM,18069020,18.00,15.00,11.05,10.21,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
SUPER STAR COW MILK BAR WITH ALMONDS-18G,18069020,18.00,15.00,11.05,10.21,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,720,
ATTA NOODLES CHATPATA F.PACK 240-G - T,19022090,12.00,38.00,30.16,28.56,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA AGARBATTI ROSE - 100 STICK,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI SANDAL - 100 STICK,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI PACHAULI - 100 STICK,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI LOBAN - 100 STICK,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI BHAKTI - 100 STICK,33074100,5.00,55.00,41.90,41.90,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI JASMINE - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI KEWDA - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI SANDAL - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI PATCHOULI - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI BHAKTI - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI TATHASTU - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI LOBAN - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI POOJA - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI LAVENDER - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
WHITE PEAS 500 GM (R1),07132000,5.00,24.00,21.36,20.50,PULSES,RICE/PULSES/SPICES,FOOD,20,
WHITE PEAS 1000 GM (R1),07132000,5.00,46.00,40.94,39.29,PULSES,RICE/PULSES/SPICES,FOOD,10,
RAJMA SHARMILI 500 GM (R1),07133200,5.00,46.00,40.94,39.29,PULSES,RICE/PULSES/SPICES,FOOD,20,
RAJMA SHARMILI 1000 GM (R1),07133200,5.00,90.00,80.11,76.88,PULSES,RICE/PULSES/SPICES,FOOD,10,
URAD CHILKA 500 GM (R1),07139091,5.00,53.00,47.17,45.27,PULSES,RICE/PULSES/SPICES,FOOD,20,
URAD CHILKA 1000 GM (R1),07139091,5.00,104.00,92.57,88.84,PULSES,RICE/PULSES/SPICES,FOOD,10,
BLACK MASOOR 500 GM (R1),07134000,5.00,37.00,32.93,31.61,PULSES,RICE/PULSES/SPICES,FOOD,20,
BLACK MASOOR 1000 GM (R1),07134000,5.00,72.00,64.09,61.50,PULSES,RICE/PULSES/SPICES,FOOD,10,
URAD WHOLE 500 GM (R1),07139099,5.00,52.00,46.28,44.42,PULSES,RICE/PULSES/SPICES,FOOD,20,
URAD WHOLE 1000 GM (R1),07139099,5.00,102.00,90.79,87.13,PULSES,RICE/PULSES/SPICES,FOOD,10,
URAD DHULI 500 GM (R1),07139091,5.00,63.00,56.07,53.81,PULSES,RICE/PULSES/SPICES,FOOD,20,
URAD DHULI 1000 GM (R1),07139091,5.00,124.00,110.37,105.92,PULSES,RICE/PULSES/SPICES,FOOD,10,
AASTHA AGARBATTI ROSE - 18 STICK,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
WHITE PEAS 500 GM (R2),07132000,5.00,26.00,23.14,22.21,PULSES,RICE/PULSES/SPICES,FOOD,20,
WHITE PEAS 1000 GM (R2),07132000,5.00,48.00,42.72,41.00,PULSES,RICE/PULSES/SPICES,FOOD,10,
RAJMA SHARMILI 500 GM (R2),07133200,5.00,47.00,41.83,40.15,PULSES,RICE/PULSES/SPICES,FOOD,20,
RAJMA SHARMILI 1000 GM (R2),07133200,5.00,92.00,81.89,78.59,PULSES,RICE/PULSES/SPICES,FOOD,10,
URAD CHILKA 500 GM (R2),07139091,5.00,54.00,48.06,46.13,PULSES,RICE/PULSES/SPICES,FOOD,20,
URAD CHILKA 1000 GM (R2),07139091,5.00,106.00,94.35,90.55,PULSES,RICE/PULSES/SPICES,FOOD,10,
BLACK MASOOR 500 GM (R2),07134000,5.00,38.00,33.82,32.46,PULSES,RICE/PULSES/SPICES,FOOD,20,
BLACK MASOOR 1000 GM (R2),07134000,5.00,74.00,65.87,63.21,PULSES,RICE/PULSES/SPICES,FOOD,10,
URAD WHOLE 500 GM (R2),07139099,5.00,53.00,47.17,45.27,PULSES,RICE/PULSES/SPICES,FOOD,20,
URAD WHOLE 1000 GM (R2),07139099,5.00,104.00,92.57,88.84,PULSES,RICE/PULSES/SPICES,FOOD,10,
URAD DHULI 500 GM (R2),07139091,5.00,64.00,56.96,54.67,PULSES,RICE/PULSES/SPICES,FOOD,20,
URAD DHULI 1000 GM (R2),07139091,5.00,126.00,112.15,107.63,PULSES,RICE/PULSES/SPICES,FOOD,10,
MASALA OATS 400 GM  - T,10040090,18.00,110.00,82.86,78.25,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,24,
TOMATO OATS 400 GM  - T,10040090,18.00,110.00,82.86,78.25,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,24,
AASTHA AGARBATTI BHAKTI - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI JASMINE - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI KEWDA - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI LAVENDER - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI LOBAN - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI PATCHOULI - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI POOJA - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI ROSE - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI SANDAL - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
AASTHA AGARBATTI TATHAASTU - 110 STICK,33074100,5.00,50.00,38.10,38.10,AGARBATTI,HOME CARE,NON FOOD,108,
CHANA DAL PAPAD 200 GM - T,19059040,0.00,45.00,40.00,38.10,PAPAD,RICE/PULSES/SPICES,FOOD,30,
DISH WASH BAR 280 GM,34011941,18.00,15.00,11.77,11.11,DISHWASH,HOME CARE,NON FOOD,50,
NAMKEEN MOONG DAL 40 GM - T,21069099,12.00,10.00,7.94,7.52,NAMKEEN,BISCUIT & CONFFECTIONARY,FOOD,100,
TOMATO KETCHUP 1 KG  - T,21032000,12.00,120.00,92.36,87.47,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,12,
TOMATO KETCHUP 1 KG(W/O ONION GARLIC)-T,21032000,12.00,120.00,92.36,87.47,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,12,
TOMATO KETCHUP 500 G - T,21032000,12.00,70.00,53.88,51.02,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,12,
TOMATO KETCHUP 500 G(W/O ONION GARLIC)-T,21032000,12.00,70.00,53.88,51.02,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,12,
TOMATO KETCHUP W/O ONION & GARLIC 1 KG,21032000,12.00,120.00,92.36,87.47,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,12,
TOMATO KETCHUP WITH ONION & GARLIC 1 KG,21032000,12.00,120.00,92.36,87.47,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,12,
TOOTHBRUSH (SENSITIVE PLUS 4 IN 1)-T,96032100,18.00,30.00,19.56,18.47,TOOTHBRUSH,HOME CARE,NON FOOD,288,
SAUNDARYA BODY LOTION - 100 ML,33049930,18.00,100.00,75.33,71.13,BODY LOTION,NATURAL PERSONAL CARE,NON FOOD,96,
AMLA HAIR OIL - 50 ML,33059019,18.00,20.00,15.07,14.23,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,144,
AMLA HAIR OIL - 200 ML,33059019,18.00,80.00,60.26,56.91,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,48,
SAUNDARYA BODY LOTION (B)- 100 ML,33049930,18.00,100.00,75.33,71.13,BODY LOTION,NATURAL PERSONAL CARE,NON FOOD,96,
AASTHA DEERGHAYU CANDLE -10 PCS,34060010,12.00,7.00,5.00,5.00,AGARBATTI,HOME CARE,NON FOOD,864,
